subjid,prob,resp,strategy,instruction_nl,response_nl
820,3/5*1/2,3/10,"For trial 602, I multiplied 3 by 1 to get 3 and 5 by 2 to get 10.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I multiplied 3 by 1 to get 3 and 5 by 2 to get 10.
### answer: 3/10"
820,3/5-2/5,1/5,"For trial 701, I subtracted 3 from 2 and got 1 and I just bourhg the denominator is 5 cause that s what the other 2 were.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I subtracted 3 from 2 and got 1 and I just bourhg the denominator is 5 cause that s what the other 2 were.
### answer: 1/5"
820,3/5-1/2,1/10,"For trial 702, I found the common denominator which was 10 and because I multiplied the 5 by 2, I multiplied 3 by 2, got 6. And since I multiplied 2 by 5, I multiplied 1 by 5 and I subtracted 6 and 1 and got 1. And I just kept the denominator as 10.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I found the common denominator which was 10 and because I multiplied the 5 by 2, I multiplied 3 by 2, got 6. And since I multiplied 2 by 5, I multiplied 1 by 5 and I subtracted 6 and 1 and got 1. And I just kept the denominator as 10.
### answer: 1/10"
821,3/5+2/5,1,"For trial 401, I saw that the denominators were the same so I added right across the top to get 5 out of 5 which equals 1.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, I saw that the denominators were the same so I added right across the top to get 5 out of 5 which equals 1.
### answer: 1"
821,3/5+1/2,1 1/10,"For trial 402, I made the least common denominator which would be 10. So I multiplied the first numerator by 2 to get 6 and the second numerator by 5 to get 5 and added across the top to get 11/10 and simplified to get 1 and 1/10.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I made the least common denominator which would be 10. So I multiplied the first numerator by 2 to get 6 and the second numerator by 5 to get 5 and added across the top to get 11/10 and simplified to get 1 and 1/10.
### answer: 1 1/10"
821,3/5:1/2,1 1/5,"For trial 501, I made the...the 1/2 the reciprocal then multplied across the top and bottom to get 1 and 1/5.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I made the...the 1/2 the reciprocal then multplied across the top and bottom to get 1 and 1/5.
### answer: 1 1/5"
821,3/5:2/5,1 1/2,"For trial 502, I made the 2/5 the reciprocal then multiplied the top to get 15 over 10 then reduced to get 1 and 1/2.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, I made the 2/5 the reciprocal then multiplied the top to get 15 over 10 then reduced to get 1 and 1/2.
### answer: 1 1/2"
821,3/5*2/5,6/25,"For trial 601, I multiplied the numerators to get 6 and multiplied the denominators to get 25.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I multiplied the numerators to get 6 and multiplied the denominators to get 25.
### answer: 6/25"
821,3/5*1/2,3/10,"For trial 602, I multiplied across the top to get 3 and multiplied the denominators to get 10.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I multiplied across the top to get 3 and multiplied the denominators to get 10.
### answer: 3/10"
821,3/5-2/5,1/5,"For trial 701, since the denominators were equal, I just subtracted across the top to get 1.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, since the denominators were equal, I just subtracted across the top to get 1.
### answer: 1/5"
821,3/5-1/2,1/10,"For trial 702, I made the... I made like denominators and equaled out the numerators and subtracted the fractions.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I made the... I made like denominators and equaled out the numerators and subtracted the fractions.
### answer: 1/10"
823,3/5+1/2,1 1/10,"For trial 402, I first changed 3/5 to 6/10 cause I had to find the least common denominator and I changed 1/2 to 5/10 and I added and got 11/10 and then I changed it to a mixed number, 1 and 1/10.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I first changed 3/5 to 6/10 cause I had to find the least common denominator and I changed 1/2 to 5/10 and I added and got 11/10 and then I changed it to a mixed number, 1 and 1/10.
### answer: 1 1/10"
823,3/5:1/2,1 1/5,"For trial 501, I first... I first wrote the problem down then I found the reciprocal for the second number. It was 2, one 2 and...2, 1. I then multiplied 3/5 times 2, 1. And I got 6/5. I then changed 6/5 to 1 and 1/5 as a mixed number.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I first... I first wrote the problem down then I found the reciprocal for the second number. It was 2, one 2 and...2, 1. I then multiplied 3/5 times 2, 1. And I got 6/5. I then changed 6/5 to 1 and 1/5 as a mixed number.
### answer: 1 1/5"
823,3/5:2/5,1 5/10,"For trial 502, I found, I first wrote the problem down, 3/5 divided by 2/5. I then changed 2/5 to its reciprocal which is 5... 5... 5/2. Then I multiplied 3/5 and 5/2 and got 15/10. I then changed 15/10 to a mixed number and it was 1 and 5/10.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, I found, I first wrote the problem down, 3/5 divided by 2/5. I then changed 2/5 to its reciprocal which is 5... 5... 5/2. Then I multiplied 3/5 and 5/2 and got 15/10. I then changed 15/10 to a mixed number and it was 1 and 5/10.
### answer: 1 5/10"
823,3/5*2/5,6/25,"For trial 601, I multiplied the numerators across which would be 3 times 2 and got 6 and multiplied the 5, the num.. Or the denominators across which would be 5 times 5 and got 25.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I multiplied the numerators across which would be 3 times 2 and got 6 and multiplied the 5, the num.. Or the denominators across which would be 5 times 5 and got 25.
### answer: 6/25"
823,3/5*1/2,3/10,"For trial 602, I got, I multiplied the numerators across which would 3 times 2, or 3 times 1 and got 3. And then I multiplied the denominators across and multiplied 5 times 2 and got 10.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I got, I multiplied the numerators across which would 3 times 2, or 3 times 1 and got 3. And then I multiplied the denominators across and multiplied 5 times 2 and got 10.
### answer: 3/10"
823,3/5-2/5,1/5,"For trial 701, I subtracted the denominators, or the numerators across which would be 3 minus 5 and got 1 and I kept the denominator the same cause they're... they were both 5 and 5. And in a subtraction, I mean when you're subtracting fractions you keep the denominator the same.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I subtracted the denominators, or the numerators across which would be 3 minus 5 and got 1 and I kept the denominator the same cause they're... they were both 5 and 5. And in a subtraction, I mean when you're subtracting fractions you keep the denominator the same.
### answer: 1/5"
823,3/5-1/2,1/10,"For trial 702, I subtracted, or first I got a least common denominator which would be 10 and 10 for both sides then I multiplied... multiplied how I got to 10 which would fi 3 times 2 in the numerators for 3/5 which would make it 6/10 and if I did the same for the second fraction I would get 5/10. I then subtracted both numerators and got 1 and I kept the denominator the same.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I subtracted, or first I got a least common denominator which would be 10 and 10 for both sides then I multiplied... multiplied how I got to 10 which would fi 3 times 2 in the numerators for 3/5 which would make it 6/10 and if I did the same for the second fraction I would get 5/10. I then subtracted both numerators and got 1 and I kept the denominator the same.
### answer: 1/10"
824,3/5+2/5,1,"I just added across and since um it, the fraction is 3/5 plus 2/5, um it would equal 5/5 so it would equaled to be 1.",Solve this fraction problem: 3/5+2/5=?,"I just added across and since um it, the fraction is 3/5 plus 2/5, um it would equal 5/5 so it would equaled to be 1.
### answer: 1"
824,3/5+1/2,1 1/10,I just found the least common denominator and um and got 6.. Or 6/10 plus 5/10 and that would equal 11/10 and that's an improper fraction. So I put it into a mixed number by um so it would be 1 and 1/10.,Solve this fraction problem: 3/5+1/2=?,"I just found the least common denominator and um and got 6.. Or 6/10 plus 5/10 and that would equal 11/10 and that's an improper fraction. So I put it into a mixed number by um so it would be 1 and 1/10.
### answer: 1 1/10"
824,3/5*1/2,30/100,I just multiplied across 3 times 1 and 5 times 2.,Solve this fraction problem: 3/5*1/2=?,"I just multiplied across 3 times 1 and 5 times 2.
### answer: 30/100"
824,3/5-2/5,1/5,The fractions were... had the same denominator so I just subtracted across.,Solve this fraction problem: 3/5-2/5=?,"The fractions were... had the same denominator so I just subtracted across.
### answer: 1/5"
824,3/5-1/2,1/10,I found the least common denominator and um subtracted across.,Solve this fraction problem: 3/5-1/2=?,"I found the least common denominator and um subtracted across.
### answer: 1/10"
826,3/5+2/5,1,They have the same denominator so you just keep it. And then you add the 3 and the 2 which equals 5 so that equals out to 1.,Solve this fraction problem: 3/5+2/5=?,"They have the same denominator so you just keep it. And then you add the 3 and the 2 which equals 5 so that equals out to 1.
### answer: 1"
826,3/5+1/2,1 1/10,They do not have the same den so I had to find a comm den which was 10. So then to get the num to change you mult it by the other number so 5 times 2 equals 6 and then and then 5 times 1 is 5 so then I got 11/10 so then I had to reduce it to 1 and  1/10.,Solve this fraction problem: 3/5+1/2=?,"They do not have the same den so I had to find a comm den which was 10. So then to get the num to change you mult it by the other number so 5 times 2 equals 6 and then and then 5 times 1 is 5 so then I got 11/10 so then I had to reduce it to 1 and  1/10.
### answer: 1 1/10"
826,3/5:2/5,1 1/2,Ok. This one had a same denominator so all I did was divide 3 and 2 and I got 1.5 so I just converted that into a fraction and got 1 and 1/2.,Solve this fraction problem: 3/5:2/5=?,"Ok. This one had a same denominator so all I did was divide 3 and 2 and I got 1.5 so I just converted that into a fraction and got 1 and 1/2.
### answer: 1 1/2"
826,3/5*2/5,6/25,I just multiplied 3 times 2 and got 6 and multiplied 5 times 5 and got 25.,Solve this fraction problem: 3/5*2/5=?,"I just multiplied 3 times 2 and got 6 and multiplied 5 times 5 and got 25.
### answer: 6/25"
826,3/5*1/2,3/10,"Ok. For this one, for multiplying fractions you always just multiply across. You take both the numerators and you get your numerator and you take both the denominators you get your denominator. So for this case, 3 times 1 is 3 and 5 times 2 is 10.",Solve this fraction problem: 3/5*1/2=?,"Ok. For this one, for multiplying fractions you always just multiply across. You take both the numerators and you get your numerator and you take both the denominators you get your denominator. So for this case, 3 times 1 is 3 and 5 times 2 is 10.
### answer: 3/10"
826,3/5-2/5,1/5,This one already had a same den so I just subtracted and kept the same denom. 3 minus 2 equals 1 soI got 1/5.,Solve this fraction problem: 3/5-2/5=?,"This one already had a same den so I just subtracted and kept the same denom. 3 minus 2 equals 1 soI got 1/5.
### answer: 1/5"
826,3/5-1/2,1/10,"Ok. For this one again I had to find a common denominator which was 10 so then I multiplied 3 times 2 and got 6 and 5 times 1 and got 5 and then I subtracted 6 timum, subtracted by 1 I mean 5 and then I got 1/10",Solve this fraction problem: 3/5-1/2=?,"Ok. For this one again I had to find a common denominator which was 10 so then I multiplied 3 times 2 and got 6 and 5 times 1 and got 5 and then I subtracted 6 timum, subtracted by 1 I mean 5 and then I got 1/10
### answer: 1/10"
827,3/5*1/2,3/10,For this one you would... I think I'm right but you would multiply it just because of the fact that there's 2 different numbers.,Solve this fraction problem: 3/5*1/2=?,"For this one you would... I think I'm right but you would multiply it just because of the fact that there's 2 different numbers.
### answer: 3/10"
828,3/5*2/5,6/25,"For trial 601, I gave the answer 6 over 25 because 3 times 2 equals 6 and 5 times 5 equals 25.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I gave the answer 6 over 25 because 3 times 2 equals 6 and 5 times 5 equals 25.
### answer: 6/25"
828,3/5*1/2,3/10,"For trial 602, I gave the answer 3 over 10 because um 3 times 3 equals 3 and 5 times 2 equals 10.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I gave the answer 3 over 10 because um 3 times 3 equals 3 and 5 times 2 equals 10.
### answer: 3/10"
829,3/5+2/5,1,"I tink it's one becauase uh 3/5 plus 2/5, they have a common denominator and if you add 3 to 2 and it equals 5/5 which equals 1.",Solve this fraction problem: 3/5+2/5=?,"I tink it's one becauase uh 3/5 plus 2/5, they have a common denominator and if you add 3 to 2 and it equals 5/5 which equals 1.
### answer: 1"
829,3/5+1/2,11/10,"I think this is 11 over 10 because if you make 3/5 um and one-ha..and one half a common denominators, it would be ss-six, oh wait, 6 over 10 and 5 over 10. So if you add across, 6 plus 5 and if you add the numerators across it's 11/10.  Which equals 1 and 1/10.",Solve this fraction problem: 3/5+1/2=?,"I think this is 11 over 10 because if you make 3/5 um and one-ha..and one half a common denominators, it would be ss-six, oh wait, 6 over 10 and 5 over 10. So if you add across, 6 plus 5 and if you add the numerators across it's 11/10.  Which equals 1 and 1/10.
### answer: 11/10"
829,3/5:1/2,6/5,"I think it's 6 and 5... 6/5 because um if you divide 3/5 by 1/2 you (mumbling) you can switch 1 the 1/2 the numerator with the dmerator and then you can just multiply across like regular multiplication, 3 times 1..yeah 3 times 2 and then um 5 times 1 which equals 6/5.",Solve this fraction problem: 3/5:1/2=?,"I think it's 6 and 5... 6/5 because um if you divide 3/5 by 1/2 you (mumbling) you can switch 1 the 1/2 the numerator with the dmerator and then you can just multiply across like regular multiplication, 3 times 1..yeah 3 times 2 and then um 5 times 1 which equals 6/5.
### answer: 6/5"
829,3/5:2/5,15/10,"I think it's 15 over 10 because uh if you switch 2/5, um the denominator and numerator around, and then you just multiply across it would be 3 times 5 equals 15 and 5 times 2 equals 10.",Solve this fraction problem: 3/5:2/5=?,"I think it's 15 over 10 because uh if you switch 2/5, um the denominator and numerator around, and then you just multiply across it would be 3 times 5 equals 15 and 5 times 2 equals 10.
### answer: 15/10"
829,3/5*2/5,6/25,"I think it's 6 over 25 because uh you just multiply across which equals 3 times 2 equals 6 and 5 times 5 equals 25. Yeah, you just multiply across.",Solve this fraction problem: 3/5*2/5=?,"I think it's 6 over 25 because uh you just multiply across which equals 3 times 2 equals 6 and 5 times 5 equals 25. Yeah, you just multiply across.
### answer: 6/25"
829,3/5*1/2,3/10,Um I think it's 3/10 because when you multiply fractions you just multiply across which would be 3 times 1 equals 3 and 5 times 2 equals 10.,Solve this fraction problem: 3/5*1/2=?,"Um I think it's 3/10 because when you multiply fractions you just multiply across which would be 3 times 1 equals 3 and 5 times 2 equals 10.
### answer: 3/10"
829,3/5-2/5,1/5,This would equal 1/5 because they're common denominators and you can just subtract the nomnumerators which would be 3 minus 2 equals 1.,Solve this fraction problem: 3/5-2/5=?,"This would equal 1/5 because they're common denominators and you can just subtract the nomnumerators which would be 3 minus 2 equals 1.
### answer: 1/5"
829,3/5-1/2,1/10,"K. I think it's 1 over 10 because if you make them common denominators, 3/5 would equals 6/10 and 1/2 would equal 5/10. And if you subtract 6 minus 5, it equals 1 over 10.",Solve this fraction problem: 3/5-1/2=?,"K. I think it's 1 over 10 because if you make them common denominators, 3/5 would equals 6/10 and 1/2 would equal 5/10. And if you subtract 6 minus 5, it equals 1 over 10.
### answer: 1/10"
830,3/5+2/5,1,And then I did that one because 3 plus 2 is 5 and they have the same denominator so thats like it would be 5/5 which is a whole.,Solve this fraction problem: 3/5+2/5=?,"And then I did that one because 3 plus 2 is 5 and they have the same denominator so thats like it would be 5/5 which is a whole.
### answer: 1"
830,3/5:1/2,6/5,I don't know I wasn't sure on that one 'cause'cause like um.. I dont know I remember there was like something with dividing and multiplying with I don't know. So I just multiplied them like diagonally.,Solve this fraction problem: 3/5:1/2=?,"I don't know I wasn't sure on that one 'cause'cause like um.. I dont know I remember there was like something with dividing and multiplying with I don't know. So I just multiplied them like diagonally.
### answer: 6/5"
830,3/5*1/2,3/10,And then that one's 3 I don't know if that would be 3/10s or I don't know.,Solve this fraction problem: 3/5*1/2=?,"And then that one's 3 I don't know if that would be 3/10s or I don't know.
### answer: 3/10"
830,3/5-2/5,1/5,"Wait, do I just like say it ? Um okay. I just did like 3 minus 2 is 1 and then you just like use the same denominator so. What if I forget what to do if they like have two different denominators.",Solve this fraction problem: 3/5-2/5=?,"Wait, do I just like say it ? Um okay. I just did like 3 minus 2 is 1 and then you just like use the same denominator so. What if I forget what to do if they like have two different denominators.
### answer: 1/5"
831,3/5+1/2,1 1/10,"For trial 402, I got the least common denominator of 10 and the numerators were 6 and 5 and 6 plus 5 equals 11 over 10 which equals out to be 1 and 1/10.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I got the least common denominator of 10 and the numerators were 6 and 5 and 6 plus 5 equals 11 over 10 which equals out to be 1 and 1/10.
### answer: 1 1/10"
831,3/5:1/2,1 1/5,"For trial 501, I got 1 and 1/5 because for division you change the second number to its reciprocal which is 2 over 1 and then 3 times 2 equals 6 and 5 times 1 equals 5 which is the same as 1 and 1/5.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I got 1 and 1/5 because for division you change the second number to its reciprocal which is 2 over 1 and then 3 times 2 equals 6 and 5 times 1 equals 5 which is the same as 1 and 1/5.
### answer: 1 1/5"
831,3/5:2/5,1 1/2,"For trial 502, I got 1 and 1/2 because um whenever you change the second number to its reciprocal you get 5 over 2 and 3/5 and then the 5s cancel out so you get 1 and 3 times 1 equals 3 and then 1 times 2 equals 2 which is the same as 1 and 1/2.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, I got 1 and 1/2 because um whenever you change the second number to its reciprocal you get 5 over 2 and 3/5 and then the 5s cancel out so you get 1 and 3 times 1 equals 3 and then 1 times 2 equals 2 which is the same as 1 and 1/2.
### answer: 1 1/2"
831,3/5*2/5,6/25,"Ok. For trial 601, I... my answer was 6 over 25 because 3 times 2 equals 6 for the numerator and 5 times 5 is 25 for the denominator.",Solve this fraction problem: 3/5*2/5=?,"Ok. For trial 601, I... my answer was 6 over 25 because 3 times 2 equals 6 for the numerator and 5 times 5 is 25 for the denominator.
### answer: 6/25"
831,3/5*1/2,3/10,"Um, as my answer I got 3 over 10 because 3 times 1 equals 3 and 5 times 2 equals 10 and 5 times 2 is the denominator which ould be 10 and 3 times 1 is 3 which be the uh numerator. That was trial 602.",Solve this fraction problem: 3/5*1/2=?,"Um, as my answer I got 3 over 10 because 3 times 1 equals 3 and 5 times 2 equals 10 and 5 times 2 is the denominator which ould be 10 and 3 times 1 is 3 which be the uh numerator. That was trial 602.
### answer: 3/10"
831,3/5-2/5,1/5,"For trial 701, I got 1/5 because 3 minus 2 equals 1 and the denominators are already the same so just bring it over and you get 1/5.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I got 1/5 because 3 minus 2 equals 1 and the denominators are already the same so just bring it over and you get 1/5.
### answer: 1/5"
831,3/5-1/2,1/10,"For trial 702, the least common denominator is 10 and then for the numerators I got 6 and 5. 6 minus 5 is 1 which is 1/10.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, the least common denominator is 10 and then for the numerators I got 6 and 5. 6 minus 5 is 1 which is 1/10.
### answer: 1/10"
832,3/5+2/5,5/5,"For trial 401, I added the numerators- 3 plus 2 is 5 and then the denominators were already the same so you didn't need a common denominator. It just stayed 5. So 5 over 5 was 1.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, I added the numerators- 3 plus 2 is 5 and then the denominators were already the same so you didn't need a common denominator. It just stayed 5. So 5 over 5 was 1.
### answer: 5/5"
832,3/5:1/2,1 1/5,"For trial 501, I did um 3/5 times 2 over 1 equals 6 over 5. And made it into a mixed number which was 1 and 1/5.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I did um 3/5 times 2 over 1 equals 6 over 5. And made it into a mixed number which was 1 and 1/5.
### answer: 1 1/5"
832,3/5:2/5,1 1/2,"For trial 502, um, I got the reciprocal for 5 over 2 and did 3 over 5 times 5 over 2. And got 15 over 10 and then made it into uh a mixed number and got 1 and 1/2.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, um, I got the reciprocal for 5 over 2 and did 3 over 5 times 5 over 2. And got 15 over 10 and then made it into uh a mixed number and got 1 and 1/2.
### answer: 1 1/2"
832,3/5*2/5,6/25,"For trial 601, I did 3 times 2 is 6 for the numerator and 5 times 5 is 25 for the denominator. And that was the answer.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I did 3 times 2 is 6 for the numerator and 5 times 5 is 25 for the denominator. And that was the answer.
### answer: 6/25"
832,3/5*1/2,3/10,"For trial 602, I just multiplied across. 3 times 1 is 3 for the numerator and 5 times 2 is 10 as the denominator. And that was my answer.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I just multiplied across. 3 times 1 is 3 for the numerator and 5 times 2 is 10 as the denominator. And that was my answer.
### answer: 3/10"
832,3/5-2/5,1/5,"For trial 701, I did 3/5 minus 2/5 and got 1/5.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I did 3/5 minus 2/5 and got 1/5.
### answer: 1/5"
832,3/5-1/2,1/10,"For trial 702, I had to get a common denominator to subtract the fractions. And I found that it was 10 so I did 6 over 10 minus um 5 over 10and got 1 over 10.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I had to get a common denominator to subtract the fractions. And I found that it was 10 so I did 6 over 10 minus um 5 over 10and got 1 over 10.
### answer: 1/10"
