problem_id,problem_set_id,problem_part,problem_type,answer_types,normalized_text,math_preserving_text,answer_key,domain_family,node_codes,node_names,total_interactions,unique_students,clean_first_attempt_interactions,nonempty_answer_count,saw_answer_rate,mean_hint_count,discrete_score_mean,top_answer_surfaces_json,split,reason_codes
31058,PSBF26,1,Fill-in-the-blank(s),Numeric,A snail travels 10 cm in 4 minutes. At this rate: How long will it take the snail to travel 24 cm? minutes,A snail travels 10 cm in 4 minutes. At this rate: How long will it take the snail to travel 24 cm? minutes,9.6,ratio_percent,6.RP.A.3b,Solve Unit Rate Problems,919,892,478,919,0.441784548422198,0.2665941240478781,0.3764961915125136,"[{""answer_norm"": ""9.6"", ""n"": 450}, {""answer_norm"": ""60"", ""n"": 146}, {""answer_norm"": ""10"", ""n"": 35}, {""answer_norm"": ""6"", ""n"": 35}, {""answer_norm"": ""9"", ""n"": 19}]",model_dev,
31188,PSBF4D,1,Fill-in-the-blank(s),Numeric,Diego pours 6.8 ounces of water from a full bottle. He estimates that he poured out 20% of the water in the bottle. About how much water was in the full bottle? ounces of water,Diego pours 6.8 ounces of water from a full bottle. He estimates that he poured out 20% of the water in the bottle. About how much water was in the full bottle? ounces of water,34,ratio_percent,6.RP.A.3c | 7.RP.A.3,Solve Problems Involving Percents | Use Proportional Relationships to Solve Ratio & Percent Problems,111,111,84,111,0.1891891891891892,0.1261261261261261,0.5225225225225225,"[{""answer_norm"": ""34"", ""n"": 62}, {""answer_norm"": ""1.36"", ""n"": 10}, {""answer_norm"": ""136"", ""n"": 3}, {""answer_norm"": ""27.2"", ""n"": 3}, {""answer_norm"": ""13.6"", ""n"": 2}]",test,
31250,PSBF26,2,Fill-in-the-blank(s),Numeric,A snail travels 10 cm in 4 minutes. At this rate: How far does the snail travel in 6 minutes? cm,A snail travels 10 cm in 4 minutes. At this rate: How far does the snail travel in 6 minutes? cm,15,ratio_percent,6.RP.A.3b,Solve Unit Rate Problems,915,889,574,915,0.3224043715846995,0.2251366120218579,0.5234972677595628,"[{""answer_norm"": ""15"", ""n"": 593}, {""answer_norm"": ""2.4"", ""n"": 89}, {""answer_norm"": ""12"", ""n"": 31}, {""answer_norm"": ""12.5"", ""n"": 12}, {""answer_norm"": ""15.0"", ""n"": 8}]",model_dev,
31433,PSBF4D,3,Fill-in-the-blank(s),Numeric,Diego pours out 25% of the remaining water. About how many ounces did he pour the second time? ounces of water,Diego pours out 25% of the remaining water. About how many ounces did he pour the second time? ounces of water,6.8,ratio_percent,7.RP.A.3,Use Proportional Relationships to Solve Ratio & Percent Problems,108,108,50,108,0.5092592592592593,0.2037037037037037,0.1296296296296296,"[{""answer_norm"": ""6.8"", ""n"": 21}, {""answer_norm"": ""8.5"", ""n"": 21}, {""answer_norm"": ""27.2"", ""n"": 10}, {""answer_norm"": ""1.7"", ""n"": 6}, {""answer_norm"": ""25.5"", ""n"": 4}]",test,
32363,PSBGBG,2,Fill-in-the-blank(s),Numeric,On which day did it occur? Day,On which day did it occur? Day,14,functions_graphs,6.NS.C.6c,Plot Integers Points on a Number Line & Coordinate Planes,95,93,81,95,0.1473684210526315,0.0,0.8315789473684211,"[{""answer_norm"": ""14"", ""n"": 83}, {""answer_norm"": ""3"", ""n"": 3}, {""answer_norm"": ""-95"", ""n"": 1}, {""answer_norm"": ""1"", ""n"": 1}, {""answer_norm"": ""12"", ""n"": 1}]",test,
33513,PSBGGX,2,Fill-in-the-blank(s),Numeric,What is the slope of the line you graphed?,What is the slope of the line you graphed?,-1,functions_graphs,8.EE.B.6,Find Slope of a Line using Similar Triangles,563,562,332,563,0.3907637655417407,0.1172291296625222,0.4866785079928952,"[{""answer_norm"": ""-1"", ""n"": 367}, {""answer_norm"": ""1"", ""n"": 99}, {""answer_norm"": ""2"", ""n"": 37}, {""answer_norm"": ""-2"", ""n"": 8}, {""answer_norm"": ""1/2"", ""n"": 7}]",model_dev,
34746,PSBGS5,1,Fill-in-the-blank(s),Numeric,Some boats were traveling up and down a river. A satellite recorded the movements of several boats. A motorboat traveled -3.4 miles per hour for 0.75 hours. How far did it go? miles,Some boats were traveling up and down a river. A satellite recorded the movements of several boats. A motorboat traveled -3.4 miles per hour for 0.75 hours. How far did it go? miles,-2.55,ratio_percent,7.RP.A.2a,Identify Proportional Relationships,1608,1565,1046,1608,0.347636815920398,0.1075870646766169,0.5062189054726368,"[{""answer_norm"": ""-2.55"", ""n"": 1008}, {""answer_norm"": ""2.55"", ""n"": 164}, {""answer_norm"": ""-4.53"", ""n"": 24}, {""answer_norm"": ""-2.550"", ""n"": 20}, {""answer_norm"": ""-4.5"", ""n"": 18}]",model_dev,
35010,PSBGS5,2,Fill-in-the-blank(s),Numeric,A tugboat traveled -1.5 miles in 0.3 hours. What was its velocity? miles per hour,A tugboat traveled -1.5 miles in 0.3 hours. What was its velocity? miles per hour,-5,ratio_percent,7.RP.A.2a,Identify Proportional Relationships,1597,1556,971,1597,0.3894802755165936,0.121477770820288,0.3951158422041327,"[{""answer_norm"": ""-5"", ""n"": 835}, {""answer_norm"": ""-0.45"", ""n"": 227}, {""answer_norm"": ""5"", ""n"": 132}, {""answer_norm"": ""-.45"", ""n"": 66}, {""answer_norm"": ""-0.5"", ""n"": 30}]",model_dev,
36149,PSBG5F,1,Fill-in-the-blank(s),Numeric,A submarine is only allowed to change its depth by rising toward the surface in 60-meter stages. It starts off at -340 meters. At what depth is it after 1 stage? meters,A submarine is only allowed to change its depth by rising toward the surface in 60-meter stages. It starts off at -340 meters. At what depth is it after 1 stage? meters,-280,ratio_percent,7.RP.A.2a,Identify Proportional Relationships,1531,1491,1176,1531,0.2273024167210973,0.0979751796211626,0.6094056172436316,"[{""answer_norm"": ""-280"", ""n"": 1062}, {""answer_norm"": ""280"", ""n"": 169}, {""answer_norm"": ""-400"", ""n"": 62}, {""answer_norm"": ""-20400"", ""n"": 15}, {""answer_norm"": ""-5.6"", ""n"": 12}]",validation,
36318,PSBGZP,1,Fill-in-the-blank(s),Numeric,A zookeeper is 6 1 4 feet tall. A young giraffe in his care is 9 3 8 feet tall. How many times as tall as the zookeeper is the giraffe? times as tall,A zookeeper is 6 1 / 4 feet tall. A young giraffe in his care is 9 3 / 8 feet tall. How many times as tall as the zookeeper is the giraffe? times as tall,1 1/2,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,1254,1209,866,1254,0.2567783094098884,0.2041467304625199,0.5486443381180224,"[{""answer_norm"": ""1 1/2"", ""n"": 397}, {""answer_norm"": ""1.5"", ""n"": 267}, {""answer_norm"": ""3/2"", ""n"": 130}, {""answer_norm"": ""2/3"", ""n"": 94}, {""answer_norm"": ""3"", ""n"": 22}]",test,
36440,PSBG5F,2,Fill-in-the-blank(s),Numeric,At what depth is it after 2 stages? meters,At what depth is it after 2 stages? meters,-220,ratio_percent,7.RP.A.2a,Identify Proportional Relationships,1526,1486,1264,1526,0.1671035386631716,0.0688073394495412,0.7477064220183486,"[{""answer_norm"": ""-220"", ""n"": 1245}, {""answer_norm"": ""220"", ""n"": 78}, {""answer_norm"": ""-560"", ""n"": 65}, {""answer_norm"": ""100"", ""n"": 8}, {""answer_norm"": ""-120"", ""n"": 7}]",validation,
36700,PSBG5F,3,Fill-in-the-blank(s),Numeric,At what depth is it after 4 stages? meters,At what depth is it after 4 stages? meters,-100,ratio_percent,7.RP.A.2a,Identify Proportional Relationships,1523,1483,1249,1523,0.1772816808929743,0.0505581089954038,0.6822061720288903,"[{""answer_norm"": ""-100"", ""n"": 1148}, {""answer_norm"": ""100"", ""n"": 75}, {""answer_norm"": ""-160"", ""n"": 72}, {""answer_norm"": ""-120"", ""n"": 20}, {""answer_norm"": ""-440"", ""n"": 18}]",validation,
36743,PSBG4B,1,Fill-in-the-blank(s),Numeric,A rectangular bathroom floor is covered with square tiles that are 1 1 2 feet by 1 1 2 feet. The length of the bathroom floor is 10 1 2 feet and the width is 6 1 2 feet. How many tiles does it take to cover the length of the floor? tiles,A rectangular bathroom floor is covered with square tiles that are 1 1 / 2 feet by 1 1 / 2 feet. The length of the bathroom floor is 10 1 / 2 feet and the width is 6 1 / 2 feet. How many tiles does it take to cover the length of the floor? tiles,7,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,1108,1071,584,1108,0.3844765342960289,0.3068592057761732,0.434115523465704,"[{""answer_norm"": ""7"", ""n"": 625}, {""answer_norm"": ""30 1/3"", ""n"": 60}, {""answer_norm"": ""42/6"", ""n"": 16}, {""answer_norm"": ""7/1"", ""n"": 11}, {""answer_norm"": ""4 1/3"", ""n"": 10}]",model_dev,
36971,PSBG5F,4,Fill-in-the-blank(s),Numeric,A submarine is only allowed to change its depth by rising toward the surface in 60-meter stages. It starts off at -340 meters. How many stages will it take to return to the surface? stages of change,A submarine is only allowed to change its depth by rising toward the surface in 60-meter stages. It starts off at -340 meters. How many stages will it take to return to the surface? stages of change,6,ratio_percent,7.RP.A.2a,Identify Proportional Relationships,1520,1481,1080,1520,0.2881578947368421,0.075,0.555921052631579,"[{""answer_norm"": ""6"", ""n"": 957}, {""answer_norm"": ""5"", ""n"": 76}, {""answer_norm"": ""5 2/3"", ""n"": 54}, {""answer_norm"": ""2"", ""n"": 50}, {""answer_norm"": ""4"", ""n"": 39}]",validation,
37276,PSBG69,2,Fill-in-the-blank(s),Numeric,What fraction of the daily recommended value of iron is in 1 cup of oatmeal?,What fraction of the daily recommended value of iron is in 1 cup of oatmeal?,15-Feb,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,701,690,417,699,0.3980028530670471,0.0641940085592011,0.4245439469320066,"[{""answer_norm"": ""2/15"", ""n"": 292}, {""answer_norm"": ""4/30"", ""n"": 68}, {""answer_norm"": ""7 1/2"", ""n"": 33}, {""answer_norm"": ""30/4"", ""n"": 31}, {""answer_norm"": ""1/10"", ""n"": 19}]",test,
37332,PRABETRY,1,Fill-in-the-blank(s),Numeric,A cookie recipe uses 3 cups of flour to make 15 cookies. How many cookies can you make with this recipe with 4 cups of flour? (Assume you have enough of the other ingredients.) cookies,A cookie recipe uses 3 cups of flour to make 15 cookies. How many cookies can you make with this recipe with 4 cups of flour? (Assume you have enough of the other ingredients.) cookies,20,ratio_percent,7.RP.A.2a,Identify Proportional Relationships,1617,1571,1427,1617,0.1168831168831168,0.0321583178726035,0.8268398268398268,"[{""answer_norm"": ""20"", ""n"": 1415}, {""answer_norm"": ""5"", ""n"": 26}, {""answer_norm"": ""16"", ""n"": 16}, {""answer_norm"": ""4"", ""n"": 16}, {""answer_norm"": ""12"", ""n"": 11}]",validation,
37662,PRABMSGW,1,Fill-in-the-blank(s),Numeric,"A teacher uses 36 centimeters of tape to hang up 9 student projects. At that rate, how much tape would the teacher need to hang up 10 student projects? centimeters","A teacher uses 36 centimeters of tape to hang up 9 student projects. At that rate, how much tape would the teacher need to hang up 10 student projects? centimeters",40,ratio_percent,7.RP.A.2a,Identify Proportional Relationships,1598,1556,1389,1598,0.1282853566958698,0.0100125156445556,0.7903629536921152,"[{""answer_norm"": ""40"", ""n"": 1332}, {""answer_norm"": ""45"", ""n"": 47}, {""answer_norm"": ""4"", ""n"": 36}, {""answer_norm"": ""10"", ""n"": 22}, {""answer_norm"": ""2.5"", ""n"": 14}]",model_dev,
37999,PRABQP48,1,Fill-in-the-blank(s),Numeric,"How long is the segment from - 5 , 2 to - 5 , - 8 ? units","How long is the segment from (- 5, 2) to (- 5, - 8)? units",10,functions_graphs,6.G.A.3,Use Coordinates on a Graph to Create Polygons & Find Side Lengths,56,54,50,56,0.1071428571428571,0.0,0.5178571428571429,"[{""answer_norm"": ""10"", ""n"": 33}, {""answer_norm"": ""-6"", ""n"": 5}, {""answer_norm"": ""-10"", ""n"": 4}, {""answer_norm"": ""6"", ""n"": 4}, {""answer_norm"": ""-5"", ""n"": 2}]",model_dev,
39724,PSBHPP,1,Fill-in-the-blank(s),Numeric,Strawberries cost $3.00 per pound. How many pounds of strawberries can you buy for $1.00? pounds of strawberries,Strawberries cost $3.00 per pound. How many pounds of strawberries can you buy for $1.00? pounds of strawberries,3-Jan,ratio_percent,6.RP.A.2 | 6.RP.A.3b,Understand & Describe Unit Rate | Solve Unit Rate Problems,37,37,30,37,0.1621621621621621,0.3783783783783784,0.5675675675675675,"[{""answer_norm"": ""1/3"", ""n"": 21}, {""answer_norm"": ""0.3"", ""n"": 5}, {""answer_norm"": ""3"", ""n"": 4}, {""answer_norm"": ""4"", ""n"": 2}, {""answer_norm"": "".35"", ""n"": 1}]",model_dev,
39959,PSBHPP,3,Fill-in-the-blank(s),Numeric,Strawberries cost $3.00 per pound. How many pounds of strawberries can you buy for $11.00? pounds of strawberries,Strawberries cost $3.00 per pound. How many pounds of strawberries can you buy for $11.00? pounds of strawberries,3-Nov,ratio_percent,6.RP.A.2 | 6.RP.A.3b,Understand & Describe Unit Rate | Solve Unit Rate Problems,34,34,29,34,0.1176470588235294,0.2352941176470588,0.2941176470588235,"[{""answer_norm"": ""3 2/3"", ""n"": 10}, {""answer_norm"": ""3.6"", ""n"": 3}, {""answer_norm"": ""3"", ""n"": 2}, {""answer_norm"": ""3 1/3"", ""n"": 2}, {""answer_norm"": ""33"", ""n"": 2}]",model_dev,
40293,PSBHRT,1,Fill-in-the-blank(s),Numeric,Clare made some lemonade by mixing 6 cups of water with 8 tablespoons of lemonade powder. How many tablespoons of powder per cup of water is that? tablespoons of powder per cup of water,Clare made some lemonade by mixing 6 cups of water with 8 tablespoons of lemonade powder. How many tablespoons of powder per cup of water is that? tablespoons of powder per cup of water,6-Aug,ratio_percent,6.RP.A.2 | 6.RP.A.3b,Understand & Describe Unit Rate | Solve Unit Rate Problems,32,32,25,32,0.21875,0.4375,0.0625,"[{""answer_norm"": ""1 1/3"", ""n"": 7}, {""answer_norm"": ""3/4"", ""n"": 4}, {""answer_norm"": ""0.75"", ""n"": 3}, {""answer_norm"": ""48"", ""n"": 3}, {""answer_norm"": ""2"", ""n"": 2}]",model_dev,
40426,PSBHRT,2,Fill-in-the-blank(s),Numeric,Clare made some lemonade by mixing 6 cups of water with 8 tablespoons of lemonade powder. How many cups of water per tablespoon of powder is that? cups of water per tablespoon of powder,Clare made some lemonade by mixing 6 cups of water with 8 tablespoons of lemonade powder. How many cups of water per tablespoon of powder is that? cups of water per tablespoon of powder,8-Jun,ratio_percent,6.RP.A.2 | 6.RP.A.3b,Understand & Describe Unit Rate | Solve Unit Rate Problems,31,31,27,31,0.032258064516129,0.1612903225806451,0.2903225806451613,"[{""answer_norm"": ""0.75"", ""n"": 8}, {""answer_norm"": ""3/4"", ""n"": 3}, {""answer_norm"": ""6/8"", ""n"": 3}, {""answer_norm"": "".75"", ""n"": 2}, {""answer_norm"": ""1"", ""n"": 2}]",model_dev,
40656,PSBHTH,1,Fill-in-the-blank(s),Numeric,An area of 6 square yards is equal to 54 square feet. 9 square yards is equal to how many square feet? square feet,An area of 6 square yards is equal to 54 square feet. 9 square yards is equal to how many square feet? square feet,81,ratio_percent,6.RP.A.1 | 6.RP.A.3a,Understand & Describe Ratios | Create Tables to Compare Equivalent Ratios,30,30,28,30,0.0,0.1333333333333333,0.6,"[{""answer_norm"": ""81"", ""n"": 18}, {""answer_norm"": ""6"", ""n"": 4}, {""answer_norm"": ""8.1"", ""n"": 2}, {""answer_norm"": ""1"", ""n"": 1}, {""answer_norm"": ""27"", ""n"": 1}]",model_dev,
41676,PRABQP4G,1,Fill-in-the-blank(s),Numeric,"Diego has some money in his bank account before he starts a summer job. He deposits the money from the summer job in his bank account and doesn’t spend any of it. After working 3 hours, he has $71 in the account. After working 12 hours, he has $134 in the account. How much money does Diego earn per hour? $ per hour","Diego has some money in his bank account before he starts a summer job. He deposits the money from the summer job in his bank account and doesn’t spend any of it. After working 3 hours, he has $71 in the account. After working 12 hours, he has $134 in the account. How much money does Diego earn per hour? $ per hour",7,ratio_percent,6.RP.A.3b,Solve Unit Rate Problems,13,13,2,13,0.8461538461538461,0.0,0.1538461538461538,"[{""answer_norm"": ""7"", ""n"": 10}, {""answer_norm"": ""0"", ""n"": 1}, {""answer_norm"": ""14"", ""n"": 1}, {""answer_norm"": ""9"", ""n"": 1}]",model_dev,
42388,PSBH52,1,Fill-in-the-blank(s),Numeric,"Another temperature scale frequently used in science is the Kelvin scale. In this scale, 0 is the lowest possible temperature of anything in the universe, and it is -273.15 degrees in the Celsius scale. Each 1 K is the same as 1°C so 10 K is the same as -263.15°C. Water boils at 100°C. What is this temperature in K? K","Another temperature scale frequently used in science is the Kelvin scale. In this scale, 0 is the lowest possible temperature of anything in the universe, and it is -273.15 degrees in the Celsius scale. Each 1 K is the same as 1°C so 10 K is the same as -263.15°C. Water boils at 100°C. What is this temperature in K? K",373.15,ratio_percent,6.RP.A.3d,Use Ratios to Convert Measurement Units,19,19,9,19,0.5263157894736842,0.0,0.4210526315789473,"[{""answer_norm"": ""373.15"", ""n"": 12}, {""answer_norm"": ""0"", ""n"": 1}, {""answer_norm"": ""10"", ""n"": 1}, {""answer_norm"": ""26315"", ""n"": 1}, {""answer_norm"": ""273.15"", ""n"": 1}]",model_dev,
42486,PSBH52,2,Fill-in-the-blank(s),Numeric,Ammonia boils at -35.5°C. What is the boiling point of ammonia in K? K,Ammonia boils at -35.5°C. What is the boiling point of ammonia in K? K,237.65,ratio_percent,6.RP.A.3d,Use Ratios to Convert Measurement Units,18,18,7,18,0.6111111111111112,0.0,0.3888888888888889,"[{""answer_norm"": ""237.65"", ""n"": 15}, {""answer_norm"": ""-237.65"", ""n"": 1}, {""answer_norm"": ""-273.15"", ""n"": 1}, {""answer_norm"": ""35.5"", ""n"": 1}]",model_dev,
42515,PRABE37P,1,Fill-in-the-blank(s),Numeric,A parallelogram has a base of 9 units and a corresponding height of 2 3 units. What is its area? square units,A parallelogram has a base of 9 units and a corresponding height of 2 / 3 units. What is its area? square units,18/3,geometry_measurement,6.G.A.1,"Find the Area of Triangles, Quadrilaterals & Polygons",1236,1141,986,1236,0.1699029126213592,0.0655339805825242,0.7273462783171522,"[{""answer_norm"": ""6"", ""n"": 739}, {""answer_norm"": ""18/3"", ""n"": 252}, {""answer_norm"": ""18"", ""n"": 24}, {""answer_norm"": ""3"", ""n"": 18}, {""answer_norm"": ""18/27"", ""n"": 15}]",model_dev,
42567,PSBH65,2,Fill-in-the-blank(s),Numeric,"How many mini muffins could Diego buy with $3.00? If you get stuck, consider using the table. mini muffins","How many mini muffins could Diego buy with $3.00? If you get stuck, consider using the table. mini muffins",8,ratio_percent,6.RP.A.3a | 6.RP.A.3b,Create Tables to Compare Equivalent Ratios | Solve Unit Rate Problems,418,415,250,418,0.3732057416267942,0.1770334928229665,0.4712918660287081,"[{""answer_norm"": ""8"", ""n"": 260}, {""answer_norm"": ""9"", ""n"": 19}, {""answer_norm"": ""2"", ""n"": 16}, {""answer_norm"": ""1.05"", ""n"": 10}, {""answer_norm"": ""6"", ""n"": 10}]",model_dev,
42671,PRABFEN9,1,Fill-in-the-blank(s),Numeric,A parallelogram has a base of 9 units and an area of 12 square units. What is the corresponding height for that base? units,A parallelogram has a base of 9 units and an area of 12 square units. What is the corresponding height for that base? units,9-Dec,geometry_measurement,6.G.A.1,"Find the Area of Triangles, Quadrilaterals & Polygons",1207,1109,609,1207,0.4714167357083678,0.1350455675227837,0.352112676056338,"[{""answer_norm"": ""12/9"", ""n"": 177}, {""answer_norm"": ""1 1/3"", ""n"": 166}, {""answer_norm"": ""108"", ""n"": 162}, {""answer_norm"": ""4/3"", ""n"": 149}, {""answer_norm"": ""1/3"", ""n"": 59}]",model_dev,
42913,PRABFEPA,1,Fill-in-the-blank(s),Numeric,"A parallelogram has an area of 7 square units. If the height that corresponds to a base is 1 4 unit, what is the base? units","A parallelogram has an area of 7 square units. If the height that corresponds to a base is 1 / 4 unit, what is the base? units",28,geometry_measurement,6.G.A.1,"Find the Area of Triangles, Quadrilaterals & Polygons",1076,1006,670,1076,0.3308550185873606,0.1840148698884758,0.4879182156133829,"[{""answer_norm"": ""28"", ""n"": 588}, {""answer_norm"": ""7/4"", ""n"": 146}, {""answer_norm"": ""1 3/4"", ""n"": 61}, {""answer_norm"": ""1.75"", ""n"": 30}, {""answer_norm"": ""7"", ""n"": 28}]",validation,
43045,PSBH83,2,Fill-in-the-blank(s),Algebraic Expression,Write the equation of the line. y = Use x as your variable.,Write the equation of the line. y = Use x as your variable.,(-2/3)x-3,equation_algebra,8.EE.B.6 | 8.F.B.4,Find Slope of a Line using Similar Triangles | Use Functions to Model Relationships Between Quantities,383,381,148,383,0.608355091383812,0.1801566579634465,0.3054830287206266,"[{""answer_norm"": ""-(2/3)x-3"", ""n"": 114}, {""answer_norm"": ""-2/3x-3"", ""n"": 56}, {""answer_norm"": ""(-2/3)x-3"", ""n"": 37}, {""answer_norm"": ""-(2/3)x - 3"", ""n"": 32}, {""answer_norm"": ""-2/3x"", ""n"": 22}]",model_dev,
43208,PSBJBR,1,Fill-in-the-blank(s),Numeric,Andre picks blocks out of a bag 60 times and notes that 43 of them were green. What should Andre estimate for the probability of picking out a green block from this bag?,Andre picks blocks out of a bag 60 times and notes that 43 of them were green. What should Andre estimate for the probability of picking out a green block from this bag?,43/60,statistics_probability,7.SP.C.7b,Develop a Probability Model of a Single Event,767,739,651,767,0.1473272490221642,0.0482398956975228,0.7366362451108214,"[{""answer_norm"": ""43/60"", ""n"": 596}, {""answer_norm"": ""4/6"", ""n"": 29}, {""answer_norm"": ""13/57"", ""n"": 16}, {""answer_norm"": ""60/43"", ""n"": 8}, {""answer_norm"": ""71"", ""n"": 8}]",model_dev,
43417,PRABD8HP,1,Fill-in-the-blank(s),Numeric,A restaurant offers delivery for their pizzas. The total cost is a delivery fee added to the price of the pizzas. One customer pays $25 to have 2 pizzas delivered. Another customer pays $58 for 5 pizzas. How many pizzas are delivered to a customer who pays $80? pizzas,A restaurant offers delivery for their pizzas. The total cost is a delivery fee added to the price of the pizzas. One customer pays $25 to have 2 pizzas delivered. Another customer pays $58 for 5 pizzas. How many pizzas are delivered to a customer who pays $80? pizzas,7,ratio_percent,7.RP.A.2a,Identify Proportional Relationships,909,895,616,909,0.3047304730473047,0.1496149614961496,0.5181518151815182,"[{""answer_norm"": ""7"", ""n"": 587}, {""answer_norm"": ""6"", ""n"": 75}, {""answer_norm"": ""6.4"", ""n"": 46}, {""answer_norm"": ""8"", ""n"": 38}, {""answer_norm"": ""11"", ""n"": 23}]",model_dev,
43771,PSBJFK,1,Fill-in-the-blank(s),Algebraic Expression,"Each serving of a certain fruit snack contains 90 calories. Han wants to know how many calories he gets from the fruit snacks. Write an equation that shows the number of calories, c , in terms of the number of servings, n. c = Use n as your variable.","Each serving of a certain fruit snack contains 90 calories. Han wants to know how many calories he gets from the fruit snacks. Write an equation that shows the number of calories, c, in terms of the number of servings, n. c = Use n as your variable.",90n,equation_algebra,6.EE.C.9,Write & Analyze Relationships Between Dependent & Independent Variables,888,872,648,888,0.2601351351351351,0.0923423423423423,0.615990990990991,"[{""answer_norm"": ""90n"", ""n"": 606}, {""answer_norm"": ""n/90"", ""n"": 26}, {""answer_norm"": ""n90"", ""n"": 22}, {""answer_norm"": ""n*90"", ""n"": 19}, {""answer_norm"": ""90 n"", ""n"": 17}]",model_dev,
44115,PSBJGY,2,Fill-in-the-blank(s),Numeric,A textbook has 428 pages numbered in order starting with 1. You flip to a random page in the book in a way that it is equally likely to stop at any of the pages. What is the probability that you turn to page 45?,A textbook has 428 pages numbered in order starting with 1. You flip to a random page in the book in a way that it is equally likely to stop at any of the pages. What is the probability that you turn to page 45?,1/428,statistics_probability,7.SP.C.7a,Develop a Uniform Probabilty Model of a Single Event,292,288,231,292,0.1815068493150685,0.2226027397260274,0.702054794520548,"[{""answer_norm"": ""1/428"", ""n"": 217}, {""answer_norm"": ""45/428"", ""n"": 30}, {""answer_norm"": ""1/45"", ""n"": 7}, {""answer_norm"": ""1/2"", ""n"": 4}, {""answer_norm"": ""1/248"", ""n"": 3}]",model_dev,
44248,PSBJGY,3,Fill-in-the-blank(s),Numeric,A textbook has 428 pages numbered in order starting with 1. You flip to a random page in the book in a way that it is equally likely to stop at any of the pages. What is the probability that you turn to an even numbered page?,A textbook has 428 pages numbered in order starting with 1. You flip to a random page in the book in a way that it is equally likely to stop at any of the pages. What is the probability that you turn to an even numbered page?,214/428,statistics_probability,7.SP.C.7a,Develop a Uniform Probabilty Model of a Single Event,290,286,243,290,0.1344827586206896,0.193103448275862,0.6551724137931034,"[{""answer_norm"": ""214/428"", ""n"": 112}, {""answer_norm"": ""1/2"", ""n"": 85}, {""answer_norm"": ""214"", ""n"": 20}, {""answer_norm"": ""1/214"", ""n"": 15}, {""answer_norm"": ""50"", ""n"": 8}]",model_dev,
44380,PRABMQK7,1,Fill-in-the-blank(s),Numeric,Noah enlarged a photograph by a scale factor of 6. The area of the enlarged photo is how many times as large as the area of the original? times as many,Noah enlarged a photograph by a scale factor of 6. The area of the enlarged photo is how many times as large as the area of the original? times as many,36,ratio_percent,7.G.A.1,Solve Scale Drawing Problems,367,361,191,367,0.4795640326975476,0.0,0.3787465940054496,"[{""answer_norm"": ""36"", ""n"": 176}, {""answer_norm"": ""6"", ""n"": 103}, {""answer_norm"": ""12"", ""n"": 18}, {""answer_norm"": ""3"", ""n"": 13}, {""answer_norm"": ""2"", ""n"": 12}]",test,
44396,PSBJGY,4,Fill-in-the-blank(s),Numeric,"A textbook has 428 pages numbered in order starting with 1. You flip to a random page in the book in a way that it is equally likely to stop at any of the pages. If you repeat this experiment 50 times, about how many times do you expect you will turn to an even numbered page? times","A textbook has 428 pages numbered in order starting with 1. You flip to a random page in the book in a way that it is equally likely to stop at any of the pages. If you repeat this experiment 50 times, about how many times do you expect you will turn to an even numbered page? times",25,other,7.SP.C.7a,Develop a Uniform Probabilty Model of a Single Event,290,286,178,290,0.3517241379310344,0.3413793103448276,0.5103448275862069,"[{""answer_norm"": ""25"", ""n"": 170}, {""answer_norm"": ""1/2"", ""n"": 22}, {""answer_norm"": ""214"", ""n"": 17}, {""answer_norm"": ""10700"", ""n"": 10}, {""answer_norm"": ""25/50"", ""n"": 9}]",model_dev,
44687,PSBJJW,3,Fill-in-the-blank(s),Numeric,How many times around the park did he ride?,How many times around the park did he ride?,2,fraction,6.NS.A.1,Interpret & Compute using Division of Fractions,95,95,79,95,0.1578947368421052,0.031578947368421,0.7368421052631579,"[{""answer_norm"": ""2"", ""n"": 73}, {""answer_norm"": ""3"", ""n"": 6}, {""answer_norm"": ""4"", ""n"": 4}, {""answer_norm"": ""6"", ""n"": 2}, {""answer_norm"": ""0.5"", ""n"": 1}]",model_dev,
44926,PSBJNA,2,Fill-in-the-blank(s),Numeric,What is the total surface area of the two triangular prisms together? s quare inches,What is the total surface area of the two triangular prisms together? s quare inches,144,geometry_measurement,7.G.B.6,"Find Area, Volume & Surface Area of 2D/3D Objects",465,448,222,465,0.5204301075268817,0.2408602150537634,0.3956989247311828,"[{""answer_norm"": ""144"", ""n"": 263}, {""answer_norm"": ""188"", ""n"": 41}, {""answer_norm"": ""94"", ""n"": 31}, {""answer_norm"": ""47"", ""n"": 21}, {""answer_norm"": ""12"", ""n"": 12}]",model_dev,
45068,PSBJNT,1,Fill-in-the-blank(s),Numeric,Find ( 12 . 34 ) · ( 0 . 7 ) .,Find (12.34) * (0.7).,8.638,decimal,6.NS.B.3,"Add, Subtract, Multiply & Divide Multi-Digit Decimals",289,287,271,289,0.0622837370242214,0.0415224913494809,0.8235294117647058,"[{""answer_norm"": ""8.638"", ""n"": 244}, {""answer_norm"": ""604.2"", ""n"": 4}, {""answer_norm"": ""8.6380"", ""n"": 3}, {""answer_norm"": ""86.38"", ""n"": 3}, {""answer_norm"": ""8.38"", ""n"": 2}]",model_dev,
