subjid,prob,resp,strategy,instruction_nl,response_nl
640,3/5*1/2,3/10,"I got 3/10 by multiplying 1 by 2, and 5 by 2, and that equals 3",Solve this fraction problem: 3/5*1/2=?,"I got 3/10 by multiplying 1 by 2, and 5 by 2, and that equals 3
### answer: 3/10"
640,3/5-2/5,1,"I got one whole because I subtracted 2 from 3 and that equals 1, and 5 minus 5, and that equals 0, so I thought it was one half, I mean one whole",Solve this fraction problem: 3/5-2/5=?,"I got one whole because I subtracted 2 from 3 and that equals 1, and 5 minus 5, and that equals 0, so I thought it was one half, I mean one whole
### answer: 1"
640,3/5-1/2,2/3,"I got 2/3 because I subtracted 3 from 1 and that equals 2, and I subtracted 5 from 2 and that equals 3",Solve this fraction problem: 3/5-1/2=?,"I got 2/3 because I subtracted 3 from 1 and that equals 2, and I subtracted 5 from 2 and that equals 3
### answer: 2/3"
641,3/5+2/5,5/5,3/5 plus 2/5 equals 5/5 because 3/5 plus 2/5 would also equal one whole,Solve this fraction problem: 3/5+2/5=?,"3/5 plus 2/5 equals 5/5 because 3/5 plus 2/5 would also equal one whole
### answer: 5/5"
641,3/5+1/2,4/7,"3/5 plus 1/2 equals 4/7 because in addition, the bottom number doesn't matter, they don't need to be the same number",Solve this fraction problem: 3/5+1/2=?,"3/5 plus 1/2 equals 4/7 because in addition, the bottom number doesn't matter, they don't need to be the same number
### answer: 4/7"
641,3/5:1/2,1 3/2,"I decided that 3/5 divided by 1/2 equals 1 3/2 because when you divide 5 by 2 which would give you a remainder of 1 which give you the 1, and then 5 divided by 2 would also equal 2, and then 3 divided by 1 was 3",Solve this fraction problem: 3/5:1/2=?,"I decided that 3/5 divided by 1/2 equals 1 3/2 because when you divide 5 by 2 which would give you a remainder of 1 which give you the 1, and then 5 divided by 2 would also equal 2, and then 3 divided by 1 was 3
### answer: 1 3/2"
641,3/5:2/5,1/1,I decided that 3/5 divided by 2/5 was one whole because the 5 was the same on each fraction on the bottom so you can go ahead and divided 3 by 2 and 5 by 5 which gave me 1 on each side,Solve this fraction problem: 3/5:2/5=?,"I decided that 3/5 divided by 2/5 was one whole because the 5 was the same on each fraction on the bottom so you can go ahead and divided 3 by 2 and 5 by 5 which gave me 1 on each side
### answer: 1/1"
641,3/5*2/5,6/5,"5 and 5 are equal numbers so you can just go ahead and multiply 3 times 2, which is 6",Solve this fraction problem: 3/5*2/5=?,"5 and 5 are equal numbers so you can just go ahead and multiply 3 times 2, which is 6
### answer: 6/5"
641,3/5*1/2,3/10,"I decided that 3/5 times 1/2 equals 3/10 because 5 and 2 are not equal numbers but one number they could both be multiplied by is 10, and then you had an equal number on each fraction so then you can go ahead and multiply 3 and 1 which gave me 3/10",Solve this fraction problem: 3/5*1/2=?,"I decided that 3/5 times 1/2 equals 3/10 because 5 and 2 are not equal numbers but one number they could both be multiplied by is 10, and then you had an equal number on each fraction so then you can go ahead and multiply 3 and 1 which gave me 3/10
### answer: 3/10"
641,3/5-2/5,1/5,3/5 subtracted by 2/5 equals 1/5 because when you subtract 2/5 from 3/5 you'd get 1/5 because the bottom number was equal on both sides and then you can go ahead and subtract without having to figure out the same number,Solve this fraction problem: 3/5-2/5=?,"3/5 subtracted by 2/5 equals 1/5 because when you subtract 2/5 from 3/5 you'd get 1/5 because the bottom number was equal on both sides and then you can go ahead and subtract without having to figure out the same number
### answer: 1/5"
641,3/5-1/2,2/3,"3/5 minus 1/2 equals 2/3 because there is no number that can be subtracted by both or divided by both 5 and 2, so I chose the number almost in between so I could go ahead and subtract 1 from 3",Solve this fraction problem: 3/5-1/2=?,"3/5 minus 1/2 equals 2/3 because there is no number that can be subtracted by both or divided by both 5 and 2, so I chose the number almost in between so I could go ahead and subtract 1 from 3
### answer: 2/3"
642,3/5+2/5,7/8,"First I added 5 plus 2 from across from each other, then I added 5 plus 3 that are across from each other and got 7/8",Solve this fraction problem: 3/5+2/5=?,"First I added 5 plus 2 from across from each other, then I added 5 plus 3 that are across from each other and got 7/8
### answer: 7/8"
642,3/5+1/2,6/5,"First I added 5 to 1 and got 6 for the topnumber, and then I added 2 to 3 for the bottom number, and then I got an improper fraction of 6/5",Solve this fraction problem: 3/5+1/2=?,"First I added 5 to 1 and got 6 for the topnumber, and then I added 2 to 3 for the bottom number, and then I got an improper fraction of 6/5
### answer: 6/5"
642,3/5:1/2,3/2,"First I divided 2 into 5 and I got 2 for the bottom, and then I divided 1 into 3 and got 3 for the top, so I got an improper fraction of 3/2",Solve this fraction problem: 3/5:1/2=?,"First I divided 2 into 5 and I got 2 for the bottom, and then I divided 1 into 3 and got 3 for the top, so I got an improper fraction of 3/2
### answer: 3/2"
642,3/5:2/5,1,"I saw that 5 goes into 5 once for the bottom, and then 2 goes into 3 once for the top and figured that it was one whole",Solve this fraction problem: 3/5:2/5=?,"I saw that 5 goes into 5 once for the bottom, and then 2 goes into 3 once for the top and figured that it was one whole
### answer: 1"
642,3/5*2/5,2/3,"I multiplied 5 times 2, and I got 10 for the top, and then I multiplied 3 times 5 and got 15 for the bottom, then I saw it could be simplified and so I divided it into 5 and got 2/3",Solve this fraction problem: 3/5*2/5=?,"I multiplied 5 times 2, and I got 10 for the top, and then I multiplied 3 times 5 and got 15 for the bottom, then I saw it could be simplified and so I divided it into 5 and got 2/3
### answer: 2/3"
642,3/5*1/2,5/6,"I saw that I had to multiply 5 times 1 which got me 5 so I put it in the top, and then I had to multiply 2 times 3, I got 6 and I put it on the bottom",Solve this fraction problem: 3/5*1/2=?,"I saw that I had to multiply 5 times 1 which got me 5 so I put it in the top, and then I had to multiply 2 times 3, I got 6 and I put it on the bottom
### answer: 5/6"
642,3/5-2/5,3/2,"First I subtracted 2 away from 5 to get the top number of 3, and then I subtracted 3 away from 5 to get a bottom  number of 2",Solve this fraction problem: 3/5-2/5=?,"First I subtracted 2 away from 5 to get the top number of 3, and then I subtracted 3 away from 5 to get a bottom  number of 2
### answer: 3/2"
642,3/5-1/2,4/1,"First I subtracted 1 from 5 to get a top number of 4, and then I subtracted 2 from 3 to get a bottom number of 1",Solve this fraction problem: 3/5-1/2=?,"First I subtracted 1 from 5 to get a top number of 4, and then I subtracted 2 from 3 to get a bottom number of 1
### answer: 4/1"
643,3/5+2/5,1,"First I added 3 plus 2 which equals 5, and I got 5/5, and that's one whole",Solve this fraction problem: 3/5+2/5=?,"First I added 3 plus 2 which equals 5, and I got 5/5, and that's one whole
### answer: 1"
643,3/5+1/2,1 1/10,I multiplied 3/5 by 2 to get 6/10 and I multiplied 1/2 by 5 and got 5/10 and I added that to get 11/10,Solve this fraction problem: 3/5+1/2=?,"I multiplied 3/5 by 2 to get 6/10 and I multiplied 1/2 by 5 and got 5/10 and I added that to get 11/10
### answer: 1 1/10"
643,3/5:1/2,3/10,It was just a guess,Solve this fraction problem: 3/5:1/2=?,"It was just a guess
### answer: 3/10"
643,3/5:2/5,1/5,"I picked this as a guess.  I tried multiplying to see if anything would change, 12/10 you can't divide that, 5 you can'tyeah",Solve this fraction problem: 3/5:2/5=?,"I picked this as a guess.  I tried multiplying to see if anything would change, 12/10 you can't divide that, 5 you can'tyeah
### answer: 1/5"
643,3/5*2/5,6/25,"For this problem I multiplied 3 by 2 which equals 6, and 5 by 5 which equals 25, that is 6/25",Solve this fraction problem: 3/5*2/5=?,"For this problem I multiplied 3 by 2 which equals 6, and 5 by 5 which equals 25, that is 6/25
### answer: 6/25"
643,3/5*1/2,3/10,I multiplied 3/5 by 1/2 and got 3/10.,Solve this fraction problem: 3/5*1/2=?,"I multiplied 3/5 by 1/2 and got 3/10.
### answer: 3/10"
643,3/5-2/5,1/5,I subtracted 3/5 subtract 2/5 and got 1/5,Solve this fraction problem: 3/5-2/5=?,"I subtracted 3/5 subtract 2/5 and got 1/5
### answer: 1/5"
643,3/5-1/2,1/10,"I multiplied 3/5 by 2 and 1/2 by 5, and I got 6/10, subtract 5/10, and that equals 1/10",Solve this fraction problem: 3/5-1/2=?,"I multiplied 3/5 by 2 and 1/2 by 5, and I got 6/10, subtract 5/10, and that equals 1/10
### answer: 1/10"
809,3/5+2/5,1,"For trial 401, I gotyou do not have to find a common demonitor so you just add it across and I got 5 and 5/1 and I simplified it out and got 1.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, I gotyou do not have to find a common demonitor so you just add it across and I got 5 and 5/1 and I simplified it out and got 1.
### answer: 1"
809,3/5+1/2,1 1/10,"For trial 402, I found a common denominator and it would be 10 and I took 5 and I times'ed it by 2 and 3 by 2. And I took the 2 and times'ed it by 5 and 1 by 2. I got 10 for... first of all I got 11 over 10 and simpliifed it out and got 1 1/10.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I found a common denominator and it would be 10 and I took 5 and I times'ed it by 2 and 3 by 2. And I took the 2 and times'ed it by 5 and 1 by 2. I got 10 for... first of all I got 11 over 10 and simpliifed it out and got 1 1/10.
### answer: 1 1/10"
809,3/5:1/2,1/10,"For trial 501, I divided 3 by 1 and I got 1 and I multipled 5 times 2 and got 10 and got 1/10. I did that wrong.",Solve this fraction problem: 3/5:1/2=?,"For trial 501, I divided 3 by 1 and I got 1 and I multipled 5 times 2 and got 10 and got 1/10. I did that wrong.
### answer: 1/10"
809,3/5:2/5,1/5,"For trial 502, I divided 3 divided by 2 and I got 1 and for 5 that would be your common denimonator and I got 1/5.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, I divided 3 divided by 2 and I got 1 and for 5 that would be your common denimonator and I got 1/5.
### answer: 1/5"
809,3/5*2/5,6/25,"I multiplied 5, or 3 times 2 to get 6 and 5 times 5 to get 25. And you cannot simplify it.",Solve this fraction problem: 3/5*2/5=?,"I multiplied 5, or 3 times 2 to get 6 and 5 times 5 to get 25. And you cannot simplify it.
### answer: 6/25"
809,3/5*1/2,3/10,"For trial 602, I multiplied 3 times 1 to get 3 and 5 times 2 to get 10. And it cannot be simplified.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I multiplied 3 times 1 to get 3 and 5 times 2 to get 10. And it cannot be simplified.
### answer: 3/10"
809,3/5-2/5,1/5,"For trial 701, I got the answer 1/5 because I subtracted 3 minus 2 and I got 1 and 5 minus 5well, 5 would be your common denominator.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I got the answer 1/5 because I subtracted 3 minus 2 and I got 1 and 5 minus 5well, 5 would be your common denominator.
### answer: 1/5"
809,3/5-1/2,1/10,"For trial 702, I found a common denominator which would be 10, I, times 5 times 2 and I multiplied 2 times 5 and that would be the common denominator . And 3 times 2 is 6 and 1 times 2, or 1 times 5 is 5. And I subtracted it and got 1/10.",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I found a common denominator which would be 10, I, times 5 times 2 and I multiplied 2 times 5 and that would be the common denominator . And 3 times 2 is 6 and 1 times 2, or 1 times 5 is 5. And I subtracted it and got 1/10.
### answer: 1/10"
810,3/5+2/5,5/5,"Um, for trial 401, I addedI added across since they already had common denominoator and got 5 over 5.",Solve this fraction problem: 3/5+2/5=?,"Um, for trial 401, I addedI added across since they already had common denominoator and got 5 over 5.
### answer: 5/5"
810,3/5+1/2,1 1/10,"Um, I found a common denominator and then added across and then you can' t have an improper fraction as an answer so I turned it into a mixed number, for 402.",Solve this fraction problem: 3/5+1/2=?,"Um, I found a common denominator and then added across and then you can' t have an improper fraction as an answer so I turned it into a mixed number, for 402.
### answer: 1 1/10"
810,3/5:1/2,2 1/2,I divided them across. Is that it?,Solve this fraction problem: 3/5:1/2=?,"I divided them across. Is that it?
### answer: 2 1/2"
810,3/5:2/5,1/1,"For trial 502, I divided the 3 and the 2 and the 5 and the 5.",Solve this fraction problem: 3/5:2/5=?,"For trial 502, I divided the 3 and the 2 and the 5 and the 5.
### answer: 1/1"
810,3/5*2/5,6/25,"For trial 601, I just multiplied across. 3 over... 3 dividi 3 times 2 is 6, 5 times 5 is 25.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I just multiplied across. 3 over... 3 dividi 3 times 2 is 6, 5 times 5 is 25.
### answer: 6/25"
810,3/5*1/2,2/5,"For trial 602, I just multiplied across and simplified my answer to 2/5.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I just multiplied across and simplified my answer to 2/5.
### answer: 2/5"
810,3/5-2/5,1,"Um, I subtracted the 3 and the 2 to get the whole number 1 because 5 over 5 is 1, for trial 701.",Solve this fraction problem: 3/5-2/5=?,"Um, I subtracted the 3 and the 2 to get the whole number 1 because 5 over 5 is 1, for trial 701.
### answer: 1"
810,3/5-1/2,2/3,I subtracted across for trial 702.,Solve this fraction problem: 3/5-1/2=?,"I subtracted across for trial 702.
### answer: 2/3"
811,3/5+2/5,1,"For trial 401, uh again since I had common denominator I added the numerators and got 5 over 5 and a simplified version of 5 over 5 would be 1 so that was my answer.",Solve this fraction problem: 3/5+2/5=?,"For trial 401, uh again since I had common denominator I added the numerators and got 5 over 5 and a simplified version of 5 over 5 would be 1 so that was my answer.
### answer: 1"
811,3/5+1/2,1 1/10,"Uh for trial 402, I found common denominators uh and when I multiplied got 6/10 for the first fraction and 5/10 for the second. Uh when I added the numerators I got 11/10 and switched that to a mixed number giving me 1 and 1/10.",Solve this fraction problem: 3/5+1/2=?,"Uh for trial 402, I found common denominators uh and when I multiplied got 6/10 for the first fraction and 5/10 for the second. Uh when I added the numerators I got 11/10 and switched that to a mixed number giving me 1 and 1/10.
### answer: 1 1/10"
811,3/5:1/2,6/5,"Um for 501, uh I did the same method with multiplying by the reciprocal of the second fraction uh and I got fi6 over 5 and I couldn't simpli..well yea I could've made it a mixed number but I left it as an improper fraction again.",Solve this fraction problem: 3/5:1/2=?,"Um for 501, uh I did the same method with multiplying by the reciprocal of the second fraction uh and I got fi6 over 5 and I couldn't simpli..well yea I could've made it a mixed number but I left it as an improper fraction again.
### answer: 6/5"
811,3/5:2/5,3/2,"Uh for trial 502, um what I did was took the first fraction and to divide it by the second I flipped the second one to 5 over 2 and multiplied. Then I multiplied across and got 15 over 10 and when I simpified that it was 3 over 2. I couldn've probably made that a mixed number but I just left it as an improper.",Solve this fraction problem: 3/5:2/5=?,"Uh for trial 502, um what I did was took the first fraction and to divide it by the second I flipped the second one to 5 over 2 and multiplied. Then I multiplied across and got 15 over 10 and when I simpified that it was 3 over 2. I couldn've probably made that a mixed number but I just left it as an improper.
### answer: 3/2"
811,3/5*2/5,6/25,"For trial 601, uh the two thoughts I was having is to multiply the numerators and denominoators to get my answer. And the other was to cross multiply the 5 and the 2 and the 3 and the 5 but uh I had a stronger feeling it was the first method so that is what I put as my answer.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, uh the two thoughts I was having is to multiply the numerators and denominoators to get my answer. And the other was to cross multiply the 5 and the 2 and the 3 and the 5 but uh I had a stronger feeling it was the first method so that is what I put as my answer.
### answer: 6/25"
811,3/5*1/2,3/10,"Um, for 602, uh I, there is something told me you don't need common denominators when multiplying fractions. So I multiplied across the numerators and the denominators giving me the answer.",Solve this fraction problem: 3/5*1/2=?,"Um, for 602, uh I, there is something told me you don't need common denominators when multiplying fractions. So I multiplied across the numerators and the denominators giving me the answer.
### answer: 3/10"
811,3/5-2/5,1/5,"For trial 701, since, um, the two fractions have common denominators, I had to go ahead in my mind to just subtract the top. Giving me 1/5.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, since, um, the two fractions have common denominators, I had to go ahead in my mind to just subtract the top. Giving me 1/5.
### answer: 1/5"
811,3/5-1/2,1/10,"Um, for trial 702, uh since they.. The 5 and the 2 are not common denominators, I had to find it which would be 10. Um so to get uh 10 for the first fraction, multiplied both sides by 2 giving me 10 on the botom and 6 on the top. And for the second one, multiplied both by 5 giving me 10 on the bottom, 5 on the top.  And when I had common denominators, I subracted 6 minus 5 and got 1 over 10.",Solve this fraction problem: 3/5-1/2=?,"Um, for trial 702, uh since they.. The 5 and the 2 are not common denominators, I had to find it which would be 10. Um so to get uh 10 for the first fraction, multiplied both sides by 2 giving me 10 on the botom and 6 on the top. And for the second one, multiplied both by 5 giving me 10 on the bottom, 5 on the top.  And when I had common denominators, I subracted 6 minus 5 and got 1 over 10.
### answer: 1/10"
813,3/5+2/5,1,equals one whole because the 5s cancel out each other and it would be part of the fraction and 3 plus 2 would be 5 over 5 and that would be one whole.,Solve this fraction problem: 3/5+2/5=?,"equals one whole because the 5s cancel out each other and it would be part of the fraction and 3 plus 2 would be 5 over 5 and that would be one whole.
### answer: 1"
813,3/5+1/2,1 1/10,would equal 1 1/10 because 3/5 would equal 6/10 and 1/2 would equal 5/10 and the 10s cancel out on each other and would still be the denominator for the answer and 6 plus 5 would equal 11 and that would be changed to 1 1/10.,Solve this fraction problem: 3/5+1/2=?,"would equal 1 1/10 because 3/5 would equal 6/10 and 1/2 would equal 5/10 and the 10s cancel out on each other and would still be the denominator for the answer and 6 plus 5 would equal 11 and that would be changed to 1 1/10.
### answer: 1 1/10"
813,3/5:1/2,1 1/5,I used the criss-cross method. 3 times 2 would equal 6 and 5 times 1 would equal 5 and that new fraction would be 1 1/5.  would go to the numerator and the 5 times 1 would go to the denominator.,Solve this fraction problem: 3/5:1/2=?,"I used the criss-cross method. 3 times 2 would equal 6 and 5 times 1 would equal 5 and that new fraction would be 1 1/5.  would go to the numerator and the 5 times 1 would go to the denominator.
### answer: 1 1/5"
813,3/5:2/5,1 1/2,"I did the criss-cross method again. 3 times 5 would equal 15, it would go in the numerator, 5 times 2 would equal 10, it would go in the denominator. The new fraction would be 1 5/10, and reduce that to 1 1/2.",Solve this fraction problem: 3/5:2/5=?,"I did the criss-cross method again. 3 times 5 would equal 15, it would go in the numerator, 5 times 2 would equal 10, it would go in the denominator. The new fraction would be 1 5/10, and reduce that to 1 1/2.
### answer: 1 1/2"
813,3/5*2/5,6/25,equals 6/25 because I just multiplied across 3 times 2 and 5 times 5.,Solve this fraction problem: 3/5*2/5=?,"equals 6/25 because I just multiplied across 3 times 2 and 5 times 5.
### answer: 6/25"
813,3/5*1/2,3/10,equals 3/10 because I just multiplied across 3 times 1 equals 3 and 5 times 2 equals 10.,Solve this fraction problem: 3/5*1/2=?,"equals 3/10 because I just multiplied across 3 times 1 equals 3 and 5 times 2 equals 10.
### answer: 3/10"
813,3/5-2/5,1/5,"would equal 1/5 because the 5s would cancel out each other and would stay the same, for the denominator, and 3 minus 2 would equal 1.",Solve this fraction problem: 3/5-2/5=?,"would equal 1/5 because the 5s would cancel out each other and would stay the same, for the denominator, and 3 minus 2 would equal 1.
### answer: 1/5"
813,3/5-1/2,1/10,I changed 3/5 to 6/10 and 1/2 to 5/10 and 6/10 minus 5/10 would equal 1/10.,Solve this fraction problem: 3/5-1/2=?,"I changed 3/5 to 6/10 and 1/2 to 5/10 and 6/10 minus 5/10 would equal 1/10.
### answer: 1/10"
814,3/5+2/5,5/10,"I would do 5 plus 5 which is 10 and then I'd do 3 plus 2 which is 5 so it would be 1/2, or 5/10.",Solve this fraction problem: 3/5+2/5=?,"I would do 5 plus 5 which is 10 and then I'd do 3 plus 2 which is 5 so it would be 1/2, or 5/10.
### answer: 5/10"
814,3/5+1/2,4/7,I would do 5 plus 2 which would be 7 and 3 plus 1 so it would be 4/7.,Solve this fraction problem: 3/5+1/2=?,"I would do 5 plus 2 which would be 7 and 3 plus 1 so it would be 4/7.
### answer: 4/7"
814,3/5:1/2,1/10,I would do 5 times 2 which would be 10 and then I would do 3 times 2 which would be 6 over 10 and 5 over 10 and I guess 1/10.,Solve this fraction problem: 3/5:1/2=?,"I would do 5 times 2 which would be 10 and then I would do 3 times 2 which would be 6 over 10 and 5 over 10 and I guess 1/10.
### answer: 1/10"
814,3/5:2/5,1/5,"I would just do 3 divided by 2  well no, I'd do 3/5 divided by 2/5, and that would be I guess 1/5. I'm not too good with dividing fractions. I don't know, it's probably wrong. I just subtracted.",Solve this fraction problem: 3/5:2/5=?,"I would just do 3 divided by 2  well no, I'd do 3/5 divided by 2/5, and that would be I guess 1/5. I'm not too good with dividing fractions. I don't know, it's probably wrong. I just subtracted.
### answer: 1/5"
814,3/5*2/5,150/25,"I would make the denominators equal so I would do 5 times 5, that's 25, 3 times 5, that's 15. And then 5 times 2 is 10, 15 times 10 is 150, so it would be 150/25.",Solve this fraction problem: 3/5*2/5=?,"I would make the denominators equal so I would do 5 times 5, that's 25, 3 times 5, that's 15. And then 5 times 2 is 10, 15 times 10 is 150, so it would be 150/25.
### answer: 150/25"
814,3/5*1/2,30/10,"So first I would make them equal so I'd do 5 times 2 which would be 10. Then I multiplied 3 by 2 which would make it 6/10. And then that by 5 which would make it 5/10. So it would be 6/10 plus 5/10 and that's 11/10 so that would be 1 1/10.  Wait, then it'd be 6 times 5 which would be 30.",Solve this fraction problem: 3/5*1/2=?,"So first I would make them equal so I'd do 5 times 2 which would be 10. Then I multiplied 3 by 2 which would make it 6/10. And then that by 5 which would make it 5/10. So it would be 6/10 plus 5/10 and that's 11/10 so that would be 1 1/10.  Wait, then it'd be 6 times 5 which would be 30.
### answer: 30/10"
814,3/5-2/5,1/5,First I would subtract 3 minus 2 so it would be 1/5.,Solve this fraction problem: 3/5-2/5=?,"First I would subtract 3 minus 2 so it would be 1/5.
### answer: 1/5"
814,3/5-1/2,1/10,"5 times 2 to make the denominators equal which would make it 10. 2 times 3 to make it 6 and then 5 times 1 would make it 5, so it'd be 6/10 and 5/10. I take 5 out of 6 which would make it 1/10.",Solve this fraction problem: 3/5-1/2=?,"5 times 2 to make the denominators equal which would make it 10. 2 times 3 to make it 6 and then 5 times 1 would make it 5, so it'd be 6/10 and 5/10. I take 5 out of 6 which would make it 1/10.
### answer: 1/10"
815,3/5+2/5,1,"I decided that in trial 401, I needed to make sure that the denominators of the fractions were the same and they were so I added the numerators together and kept the denominator the same and it came out to be 5 over 5 so I simplified it to 1.",Solve this fraction problem: 3/5+2/5=?,"I decided that in trial 401, I needed to make sure that the denominators of the fractions were the same and they were so I added the numerators together and kept the denominator the same and it came out to be 5 over 5 so I simplified it to 1.
### answer: 1"
815,3/5+1/2,11/10,"I decided that in trial 402, I needed to make sure that the denominators were the same and they weren't so I had to find a common decominator which was 10. And then I added the numerators together to get 11 over 10.",Solve this fraction problem: 3/5+1/2=?,"I decided that in trial 402, I needed to make sure that the denominators were the same and they weren't so I had to find a common decominator which was 10. And then I added the numerators together to get 11 over 10.
### answer: 11/10"
815,3/5:1/2,6/5,"I decided that in trial 105, in order to divide the fracton, I had to find the reciprocol of the second fraction which would make 1/2 2 over 1 then I mulitplied the numer.. Numerators and denominators together and that equaledto get 6 over 5.",Solve this fraction problem: 3/5:1/2=?,"I decided that in trial 105, in order to divide the fracton, I had to find the reciprocol of the second fraction which would make 1/2 2 over 1 then I mulitplied the numer.. Numerators and denominators together and that equaledto get 6 over 5.
### answer: 6/5"
815,3/5:2/5,15/10,"I decided that in trial 502, in order to solve a division fraction problem, I had to find the reciprocol of the second fraction which was then equal to 5 over 2 and I multipled my numerators and denominators and came up with 15 over 10.",Solve this fraction problem: 3/5:2/5=?,"I decided that in trial 502, in order to solve a division fraction problem, I had to find the reciprocol of the second fraction which was then equal to 5 over 2 and I multipled my numerators and denominators and came up with 15 over 10.
### answer: 15/10"
815,3/5*2/5,6/25,"For trial 601, my answer was 6 over 25 because I multiplied the numerators which were 3 times 2 equals 6 and the denominators were 5 times 5 equals 25.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, my answer was 6 over 25 because I multiplied the numerators which were 3 times 2 equals 6 and the denominators were 5 times 5 equals 25.
### answer: 6/25"
815,3/5*1/2,3/10,"For trial 602, I got 3 over 10 because the numerators 3 times 1 equals 3 and the denominators 3 times, I mean 5 times 2 equals 10.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I got 3 over 10 because the numerators 3 times 1 equals 3 and the denominators 3 times, I mean 5 times 2 equals 10.
### answer: 3/10"
815,3/5-2/5,1/5,"I decided that in trial 701, in order to solve the subtraction fraction problem, I had to make sure that there were common denominators which there were so I took 3 fifths minus 2 fifths equals 1 fifth.",Solve this fraction problem: 3/5-2/5=?,"I decided that in trial 701, in order to solve the subtraction fraction problem, I had to make sure that there were common denominators which there were so I took 3 fifths minus 2 fifths equals 1 fifth.
### answer: 1/5"
815,3/5-1/2,1/10,"I decided that in trial 702, in order to solve the subtraction fraction problem I had to find a common denominator and my common denominator was 10 and so the problem came out to be 6 tenths minus 5 tenths equals 1 tenth.",Solve this fraction problem: 3/5-1/2=?,"I decided that in trial 702, in order to solve the subtraction fraction problem I had to find a common denominator and my common denominator was 10 and so the problem came out to be 6 tenths minus 5 tenths equals 1 tenth.
### answer: 1/10"
816,3/5+2/5,5/5,"For the fractions, I added the top numbers, kept the bottom numbers the same. Because if they're the same number, you keep it the same and then you add the top numbers.",Solve this fraction problem: 3/5+2/5=?,"For the fractions, I added the top numbers, kept the bottom numbers the same. Because if they're the same number, you keep it the same and then you add the top numbers.
### answer: 5/5"
816,3/5+1/2,4/7,"For trial 402, I added the top numbers and the bottom numbers to come out with 4/7.",Solve this fraction problem: 3/5+1/2=?,"For trial 402, I added the top numbers and the bottom numbers to come out with 4/7.
### answer: 4/7"
816,3/5:1/2,25/15,Trial 501. I put... I added... I divided the bottom number with the top number across and the top number with the bottom number across. And I got 2.5 over 1.5.,Solve this fraction problem: 3/5:1/2=?,"Trial 501. I put... I added... I divided the bottom number with the top number across and the top number with the bottom number across. And I got 2.5 over 1.5.
### answer: 25/15"
816,3/5:2/5,1/1,Trial 502. I put 1.5 over 1. I divided the two top numbers and  divided the bottom numbers. 5 divided by 5 equals 1 and 3 divided 2 equals 1.5.,Solve this fraction problem: 3/5:2/5=?,"Trial 502. I put 1.5 over 1. I divided the two top numbers and  divided the bottom numbers. 5 divided by 5 equals 1 and 3 divided 2 equals 1.5.
### answer: 1/1"
816,3/5*2/5,10/15,"For trial 601, I got 10/15 because I mult the bottom... the top number by the bottom acorss and the bottom num by the top num across.",Solve this fraction problem: 3/5*2/5=?,"For trial 601, I got 10/15 because I mult the bottom... the top number by the bottom acorss and the bottom num by the top num across.
### answer: 10/15"
816,3/5*1/2,5/6,"For trial 602, I put 5.. I got 5/6 because I multiplied 3 times 2 and 5 times 1 which is 3's on the top and 2's on the bottom and 5's on the botom and 1's on the top.",Solve this fraction problem: 3/5*1/2=?,"For trial 602, I put 5.. I got 5/6 because I multiplied 3 times 2 and 5 times 1 which is 3's on the top and 2's on the bottom and 5's on the botom and 1's on the top.
### answer: 5/6"
816,3/5-2/5,1/5,"For trial 701, I put 1/5 because I I subtracted 3 minus 2 and kept the bottom number the same because theyr'e both 5 and 5.",Solve this fraction problem: 3/5-2/5=?,"For trial 701, I put 1/5 because I I subtracted 3 minus 2 and kept the bottom number the same because theyr'e both 5 and 5.
### answer: 1/5"
816,3/5-1/2,2/10,"For trial 702, I put 2/10 because I subtracted 3 minus 1 and I multiplied 5 and 2 to get um to get 10 and it's one of itsmmit's one of it's like things in the number line like if it's 5 it goes like like 5 and then like the next number is like 10...",Solve this fraction problem: 3/5-1/2=?,"For trial 702, I put 2/10 because I subtracted 3 minus 1 and I multiplied 5 and 2 to get um to get 10 and it's one of itsmmit's one of it's like things in the number line like if it's 5 it goes like like 5 and then like the next number is like 10...
### answer: 2/10"
817,3/5+2/5,5/10,Because 3 and 2 make 5 and 5 and 5 equal 10.,Solve this fraction problem: 3/5+2/5=?,"Because 3 and 2 make 5 and 5 and 5 equal 10.
### answer: 5/10"
817,3/5+1/2,4/7,Because um I added 3 and 1 that makes 4. 5 and 2 makes 7.,Solve this fraction problem: 3/5+1/2=?,"Because um I added 3 and 1 that makes 4. 5 and 2 makes 7.
### answer: 4/7"
817,3/5:1/2,2/7,I was pretty much like adding so. Trial 501.,Solve this fraction problem: 3/5:1/2=?,"I was pretty much like adding so. Trial 501.
### answer: 2/7"
